left,bottom,right,top,주택가,경사도,공원,CCTV,POP,관공서,gid,주차장
129.075000000000017,35.146000000000001,129.076000000000022,35.147000000000006,11.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,33.729999999999997,0.000000000000000,1.000,0.000000000000000
129.110000000000014,35.113000000000007,129.111000000000018,35.114000000000004,42.000000000000000,55.000000000000000,0.000000000000000,0.000000000000000,110.180000000000007,1.000000000000000,2.000,0.000000000000000
129.066000000000003,35.140000000000001,129.067000000000007,35.141000000000005,5.000000000000000,17.000000000000000,0.000000000000000,0.000000000000000,49.560000000000002,0.000000000000000,3.000,0.000000000000000
129.086000000000013,35.123000000000005,129.087000000000018,35.124000000000002,35.000000000000000,177.000000000000000,0.000000000000000,0.000000000000000,390.490000000000009,0.000000000000000,4.000,0.000000000000000
129.090000000000003,35.150000000000006,129.091000000000008,35.151000000000003,9.000000000000000,40.000000000000000,1.000000000000000,0.000000000000000,32.479999999999997,0.000000000000000,5.000,0.000000000000000
129.070000000000022,35.132000000000005,129.071000000000026,35.133000000000003,23.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,153.270000000000010,0.000000000000000,6.000,0.000000000000000
129.074000000000012,35.138000000000005,129.075000000000017,35.139000000000003,43.000000000000000,99.000000000000000,0.000000000000000,0.000000000000000,392.329999999999984,0.000000000000000,7.000,0.000000000000000
129.095000000000027,35.137000000000000,129.096000000000004,35.138000000000005,6.000000000000000,22.000000000000000,0.000000000000000,0.000000000000000,131.289999999999992,0.000000000000000,8.000,0.000000000000000
129.079000000000008,35.135000000000005,129.080000000000013,35.136000000000003,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,96.379999999999995,0.000000000000000,9.000,0.000000000000000
129.067000000000007,35.141000000000005,129.068000000000012,35.142000000000003,38.000000000000000,164.000000000000000,0.000000000000000,0.000000000000000,288.860000000000014,0.000000000000000,10.000,0.000000000000000
129.078000000000003,35.132000000000005,129.079000000000008,35.133000000000003,36.000000000000000,62.000000000000000,0.000000000000000,0.000000000000000,371.170000000000016,0.000000000000000,11.000,0.000000000000000
129.116000000000014,35.120000000000005,129.117000000000019,35.121000000000002,6.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,39.600000000000001,0.000000000000000,12.000,0.000000000000000
129.084000000000003,35.109000000000002,129.085000000000008,35.110000000000007,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3.980000000000000,0.000000000000000,13.000,0.000000000000000
129.091000000000008,35.125000000000000,129.092000000000013,35.126000000000005,0.000000000000000,2.000000000000000,2.000000000000000,0.000000000000000,101.010000000000005,0.000000000000000,14.000,0.000000000000000
129.090000000000003,35.152000000000001,129.091000000000008,35.153000000000006,4.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,13.449999999999999,0.000000000000000,15.000,0.000000000000000
129.093000000000018,35.123000000000005,129.094000000000023,35.124000000000002,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,620.669999999999959,0.000000000000000,16.000,0.000000000000000
129.093000000000018,35.121000000000002,129.094000000000023,35.122000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,302.699999999999989,0.000000000000000,17.000,0.000000000000000
129.118000000000023,35.101000000000006,129.119000000000028,35.102000000000004,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,421.220000000000027,0.000000000000000,18.000,0.000000000000000
129.083000000000027,35.127000000000002,129.084000000000003,35.128000000000000,10.000000000000000,25.000000000000000,0.000000000000000,0.000000000000000,479.290000000000020,0.000000000000000,19.000,0.000000000000000
