left,bottom,right,top,CCTV,경사도,공원,관공서,주택가,주차장,POP,gid
129.064999999999998,35.189000000000000,129.066000000000003,35.189999999999998,0,45,0,0,2,0,326.77000000000,1.000
129.072000000000003,35.189999999999998,129.073000000000008,35.191000000000003,0,7,0,0,2,0,85.28000000000,2.000
129.109000000000009,35.183000000000000,129.109999999999985,35.184000000000005,0,39,0,0,24,0,133.17000000000,3.000
129.100999999999999,35.188000000000002,129.102000000000004,35.189000000000000,0,34,0,0,24,0,258.02000000000,4.000
129.073000000000008,35.180000000000000,129.073999999999984,35.181000000000004,0,3,0,0,1,0,19.16000000000,5.000
129.113000000000000,35.180000000000000,129.114000000000004,35.181000000000004,0,15,0,0,10,0,76.00000000000,6.000
129.084000000000003,35.172000000000004,129.085000000000008,35.173000000000002,0,1,0,0,0,0,413.13000000000,7.000
129.102000000000004,35.184000000000005,129.103000000000009,35.185000000000002,0,4,0,0,0,0,1225.69000000000,8.000
129.066000000000003,35.176000000000002,129.067000000000007,35.177000000000000,0,2,0,0,0,0,146.33000000000,9.000
129.109999999999985,35.185000000000002,129.110999999999990,35.186000000000000,0,30,0,0,18,1,139.32000000000,10.000
129.091999999999985,35.188000000000002,129.092999999999989,35.189000000000000,0,48,0,0,28,0,117.12000000000,11.000
129.069999999999993,35.187000000000005,129.070999999999998,35.188000000000002,0,14,0,2,2,0,129.14000000000,12.000
129.066000000000003,35.192000000000000,129.067000000000007,35.192999999999998,0,26,0,0,14,0,99.96000000000,13.000
129.100999999999999,35.189000000000000,129.102000000000004,35.189999999999998,0,8,0,0,3,0,361.54000000000,14.000
129.088999999999999,35.179000000000002,129.090000000000003,35.180000000000000,0,9,0,0,4,0,447.67000000000,15.000
129.084000000000003,35.188000000000002,129.085000000000008,35.189000000000000,0,12,0,0,0,0,10.11000000000,16.000
129.061999999999983,35.189000000000000,129.062999999999988,35.189999999999998,0,9,0,0,0,0,5.32000000000,17.000
129.106999999999999,35.187000000000005,129.108000000000004,35.188000000000002,0,13,0,0,2,0,179.07000000000,18.000
129.109000000000009,35.179000000000002,129.109999999999985,35.180000000000000,0,1,1,0,0,0,175.58000000000,19.000
129.111999999999995,35.180000000000000,129.113000000000000,35.181000000000004,0,0,0,0,0,0,170.73000000000,20.000
129.073000000000008,35.183000000000000,129.073999999999984,35.184000000000005,0,41,0,0,24,0,62.88000000000,21.000
129.109999999999985,35.182000000000002,129.110999999999990,35.183000000000000,0,25,0,0,20,0,211.18000000000,22.000
129.099999999999994,35.189000000000000,129.100999999999999,35.189999999999998,0,39,0,0,17,0,188.67000000000,23.000
129.103999999999985,35.186000000000000,129.104999999999990,35.187000000000005,0,52,0,0,34,0,233.05000000000,24.000
129.085999999999984,35.176000000000002,129.086999999999989,35.177000000000000,0,66,0,0,37,0,200.35000000000,25.000
129.076999999999998,35.186000000000000,129.078000000000003,35.187000000000005,0,56,0,0,31,0,218.85000000000,26.000
129.081999999999994,35.183000000000000,129.082999999999998,35.184000000000005,0,29,0,0,16,0,120.77000000000,27.000
129.082999999999998,35.182000000000002,129.084000000000003,35.183000000000000,0,56,0,0,13,0,91.27000000000,28.000
129.081999999999994,35.191000000000003,129.082999999999998,35.192000000000000,0,31,0,0,21,0,115.65000000000,29.000
129.085999999999984,35.191000000000003,129.086999999999989,35.192000000000000,0,10,0,0,2,0,38.63000000000,30.000
129.087999999999994,35.177000000000000,129.088999999999999,35.178000000000004,0,77,0,0,65,0,326.24000000000,31.000
129.085000000000008,35.177000000000000,129.085999999999984,35.178000000000004,0,30,0,0,7,0,97.84000000000,32.000
129.096000000000004,35.185000000000002,129.097000000000008,35.186000000000000,0,34,0,0,16,0,341.43000000000,33.000
129.087999999999994,35.183000000000000,129.088999999999999,35.184000000000005,0,60,0,0,28,0,201.14000000000,34.000
129.105999999999995,35.183000000000000,129.106999999999999,35.184000000000005,0,15,0,0,2,0,14.19000000000,35.000
129.084000000000003,35.189999999999998,129.085000000000008,35.191000000000003,0,4,0,0,0,0,1550.58000000000,36.000
129.094999999999999,35.170000000000002,129.096000000000004,35.170999999999999,0,65,0,0,52,1,408.17000000000,37.000
129.092999999999989,35.167000000000002,129.093999999999994,35.167999999999999,0,0,0,0,0,0,37.84000000000,38.000
129.084000000000003,35.166000000000004,129.085000000000008,35.167000000000002,0,0,0,0,0,0,5.38000000000,39.000
129.091999999999985,35.172000000000004,129.092999999999989,35.173000000000002,0,16,0,0,1,0,546.47000000000,40.000
129.070999999999998,35.192000000000000,129.072000000000003,35.192999999999998,0,0,0,0,0,0,261.50000000000,41.000
129.074999999999989,35.191000000000003,129.075999999999993,35.192000000000000,0,13,0,2,0,0,26.80000000000,42.000
129.072000000000003,35.195000000000000,129.073000000000008,35.195999999999998,0,3,0,0,3,0,63.41000000000,43.000
129.075999999999993,35.188000000000002,129.076999999999998,35.189000000000000,0,24,0,0,2,0,20.49000000000,44.000
129.063999999999993,35.187000000000005,129.064999999999998,35.188000000000002,0,34,0,0,0,0,150.27000000000,45.000
129.069999999999993,35.191000000000003,129.070999999999998,35.192000000000000,0,25,1,0,4,0,631.41000000000,46.000
129.079000000000008,35.173000000000002,129.079999999999984,35.173999999999999,0,20,0,0,0,0,120.42000000000,47.000
129.108000000000004,35.186000000000000,129.109000000000009,35.187000000000005,0,43,0,0,25,0,267.84000000000,48.000
129.076999999999998,35.182000000000002,129.078000000000003,35.183000000000000,0,59,0,0,14,0,109.21000000000,49.000
129.084000000000003,35.180000000000000,129.085000000000008,35.181000000000004,0,34,0,0,13,0,109.94000000000,50.000
